i,pct_f,type
22852,6.0,3.0
22853,0.0,3.0
22854,21.0,3.0
22855,29.0,3.0
22856,30.0,3.0
22857,11.0,3.0
22858,28.0,6.0
22859,54.0,3.0
22860,42.0,3.0
22861,32.0,3.0
22862,17.0,6.0
22863,30.0,3.0
22864,24.0,3.0
22865,11.0,3.0
22866,21.0,4.0
22867,41.0,3.0
22868,79.0,3.0
22869,9.0,6.0
22870,9.0,3.0
22871,6.0,3.0
22872,30.0,3.0
22873,29.0,3.0
22874,50.0,3.0
22875,24.0,3.0
22876,8.0,6.0
22877,8.0,6.0
22878,12.0,6.0
22879,5.0,6.0
22880,7.0,3.0
22881,46.0,3.0
22882,32.0,3.0
22883,50.0,3.0
22884,10.0,4.0
22885,8.0,3.0
22886,11.0,3.0
22887,24.0,3.0
22888,13.0,3.0
22889,17.0,3.0
22890,29.0,3.0
22891,0.0,4.0
22892,5.0,6.0
22893,24.0,3.0
22894,31.0,3.0
22895,6.0,6.0
22896,18.0,6.0
22897,14.0,3.0
22898,22.0,3.0
22899,0.0,3.0
22900,5.0,6.0
22901,17.0,3.0
22902,13.0,3.0
22903,9.0,6.0
22904,12.0,6.0
22905,22.0,3.0
22906,12.0,3.0
22907,23.0,3.0
22908,14.0,3.0
22909,28.0,3.0
22910,18.0,6.0
22911,44.0,3.0
22912,27.0,3.0
22913,8.0,6.0
22914,7.0,6.0
22915,14.0,3.0
22916,23.0,3.0
22917,5.0,3.0
22918,14.0,3.0
22919,0.0,3.0
22920,33.0,3.0
22921,17.0,3.0
22922,33.0,3.0
22923,26.0,3.0
22924,6.0,3.0
22925,10.0,3.0
22926,15.0,3.0
22927,7.0,3.0
22928,37.0,3.0
22929,17.0,3.0
22930,24.0,3.0
22931,13.0,6.0
22932,9.0,6.0
22933,27.0,3.0
22934,24.0,3.0
22935,24.0,6.0
22936,27.0,3.0
22937,0.0,3.0
22938,4.0,6.0
22939,6.0,6.0
22940,13.0,3.0
22941,4.0,3.0
22942,54.0,3.0
22943,13.0,3.0
22944,7.0,6.0
22945,21.0,3.0
22946,16.0,3.0
22947,18.0,3.0
22948,25.0,3.0
22949,18.0,3.0
22950,47.0,3.0
22951,25.0,3.0
22952,12.0,3.0
22953,35.0,3.0
22954,12.0,3.0
22955,14.0,3.0
22956,6.0,4.0
22957,0.0,3.0
22958,0.0,3.0
22959,20.0,3.0
22960,21.0,3.0
22961,20.0,3.0
22962,27.0,6.0
22963,34.0,3.0
22964,10.0,6.0
22965,11.0,6.0
22966,59.0,3.0
22967,10.0,3.0
22968,8.0,3.0
22969,0.0,3.0
22970,5.0,6.0
22971,0.0,3.0
22972,5.0,3.0
22973,13.0,3.0
22974,30.0,3.0
22975,0.0,3.0
22976,57.0,3.0
22977,2.0,6.0
22978,14.0,3.0
22979,13.0,3.0
22980,7.0,3.0
22981,13.0,4.0
22982,7.0,3.0
22983,15.0,3.0
22984,15.0,3.0
22985,9.0,4.0
22986,7.0,3.0
22987,10.0,4.0
22988,36.0,3.0
22989,19.0,3.0
22990,17.0,3.0
22991,0.0,3.0
22992,8.0,3.0
22993,12.0,3.0
22994,13.0,4.0
22995,13.0,3.0
22996,33.0,4.0
22997,27.0,3.0
22998,21.0,3.0
22999,13.0,4.0
23000,19.0,3.0
23001,39.0,3.0
23002,21.0,3.0
23003,21.0,3.0
23004,17.0,3.0
23005,0.0,3.0
23006,0.0,4.0
23007,8.0,4.0
23008,37.0,3.0
23009,10.0,6.0
23010,0.0,3.0
23011,3.0,3.0
23012,0.0,3.0
23013,20.0,3.0
23014,26.0,3.0
23015,23.0,6.0
23016,27.0,3.0
23017,23.0,3.0
23018,13.0,3.0
23019,25.0,3.0
23020,8.0,3.0
23021,11.0,3.0
23022,22.0,3.0
23023,28.0,3.0
23024,6.0,3.0
23025,26.0,3.0
23026,7.0,3.0
23027,11.0,4.0
23028,41.0,3.0
23029,19.0,3.0
23030,40.0,3.0
23031,11.0,6.0
23032,21.0,3.0
23033,40.0,3.0
23034,20.0,3.0
23035,28.0,3.0
23036,31.0,3.0
23037,19.0,6.0
23038,19.0,3.0
23039,17.0,3.0
23040,,4.0
23041,8.0,3.0
23042,0.0,4.0
23043,35.0,3.0
23044,10.0,3.0
23045,18.0,3.0
23046,14.0,3.0
23047,18.0,3.0
23048,16.0,3.0
23049,31.0,3.0
23050,33.0,3.0
23051,19.0,3.0
23052,15.0,3.0
23053,33.0,3.0
23054,13.0,3.0
23055,18.0,3.0
23056,20.0,3.0
23057,8.0,3.0
23058,32.0,3.0
23059,39.0,3.0
23060,41.0,3.0
23061,2.0,3.0
23062,17.0,4.0
23063,9.0,3.0
23064,15.0,6.0
23065,48.0,3.0
23066,8.0,3.0
23067,21.0,3.0
23068,21.0,3.0
23069,8.0,4.0
23070,44.0,3.0
23071,29.0,3.0
23072,17.0,3.0
23073,15.0,6.0
23074,11.0,6.0
23075,27.0,6.0
23076,50.0,3.0
23077,13.0,3.0
23078,12.0,3.0
23079,2.0,6.0
23080,26.0,3.0
23081,23.0,3.0
23082,11.0,6.0
23083,0.0,6.0
23084,7.0,6.0
23085,23.0,3.0
23086,16.0,3.0
23087,12.0,3.0
23088,40.0,4.0
23089,48.0,3.0
23090,13.0,3.0
23091,16.0,3.0
23092,21.0,3.0
23093,32.0,4.0
23094,18.0,3.0
23095,0.0,4.0
23096,18.0,6.0
23097,25.0,3.0
23098,33.0,3.0
23099,9.0,6.0
23100,34.0,3.0
23101,65.0,6.0
23102,46.0,3.0
23103,19.0,3.0
23104,43.0,3.0
23105,20.0,6.0
23106,18.0,3.0
23107,14.0,3.0
23108,0.0,3.0
23109,16.0,3.0
23110,15.0,3.0
23111,19.0,3.0
23112,22.0,3.0
23113,19.0,3.0
23114,24.0,3.0
23115,18.0,3.0
23116,36.0,3.0
23117,19.0,3.0
23118,20.0,3.0
23119,40.0,3.0
23120,39.0,4.0
23121,24.0,3.0
23122,0.0,3.0
23123,7.0,4.0
23124,23.0,3.0
23125,39.0,3.0
23126,15.0,3.0
23127,37.0,4.0
23128,18.0,3.0
23129,23.0,4.0
23130,18.0,3.0
23131,9.0,4.0
23132,29.0,3.0
23133,18.0,3.0
23134,28.0,6.0
23135,47.0,3.0
23136,12.0,3.0
23137,14.0,4.0
23138,5.0,3.0
23139,0.0,3.0
23140,17.0,3.0
23141,41.0,3.0
23142,24.0,6.0
23143,21.0,3.0
23144,20.0,3.0
23145,13.0,3.0
23146,40.0,3.0
23147,38.0,3.0
23148,39.0,3.0
23149,23.0,3.0
23150,19.0,3.0
23151,10.0,3.0
23152,9.0,4.0
23153,17.0,4.0
23154,17.0,3.0
23155,11.0,3.0
23156,14.0,3.0
23157,13.0,3.0
23158,8.0,6.0
23159,2.0,6.0
23160,8.0,6.0
23161,6.0,6.0
23162,13.0,6.0
23163,15.0,3.0
23164,15.0,3.0
23165,18.0,6.0
23166,50.0,3.0
23167,18.0,3.0
23168,25.0,3.0
23169,5.0,6.0
23170,26.0,3.0
23171,5.0,6.0
23172,19.0,6.0
23173,33.0,3.0
23174,32.0,3.0
23175,0.0,3.0
23176,32.0,3.0
23177,0.0,4.0
23178,24.0,3.0
23179,13.0,4.0
23180,11.0,3.0
23181,22.0,4.0
23182,16.0,4.0
23183,25.0,3.0
23184,10.0,6.0
23185,28.0,3.0
23186,23.0,3.0
23187,23.0,6.0
23188,30.0,3.0
23189,0.0,6.0
23190,11.0,6.0
23191,38.0,3.0
23192,19.0,3.0
23193,13.0,3.0
23194,15.0,3.0
23195,13.0,3.0
23196,8.0,3.0
23197,7.0,4.0
23198,27.0,3.0
23199,7.0,3.0
23200,31.0,3.0
23201,17.0,3.0
23202,24.0,3.0
23203,64.0,3.0
23204,37.0,3.0
23205,12.0,6.0
23206,37.0,3.0
23207,11.0,3.0
23208,0.0,4.0
23209,4.0,6.0
23210,27.0,3.0
23211,8.0,3.0
23212,42.0,4.0
23213,34.0,3.0
23214,57.0,3.0
23215,8.0,4.0
23216,18.0,3.0
23217,18.0,3.0
23218,24.0,3.0
23219,37.0,3.0
23220,24.0,6.0
23221,31.0,3.0
23222,33.0,3.0
23223,22.0,3.0
23224,35.0,3.0
23225,26.0,3.0
23226,26.0,3.0
23227,18.0,6.0
23228,12.0,3.0
23229,25.0,3.0
23230,13.0,3.0
23231,21.0,3.0
23232,0.0,3.0
23233,21.0,3.0
23234,13.0,3.0
23235,17.0,3.0
23236,9.0,3.0
23237,21.0,3.0
23238,29.0,4.0
23239,39.0,3.0
23240,21.0,3.0
23241,24.0,6.0
23242,24.0,3.0
23243,32.0,3.0
23244,8.0,3.0
23245,10.0,6.0
23246,4.0,3.0
23247,35.0,3.0
23248,59.0,3.0
23249,25.0,3.0
23250,15.0,4.0
23251,11.0,3.0
23252,28.0,3.0
23253,22.0,6.0
23254,10.0,3.0
23255,11.0,4.0
23256,18.0,3.0
23257,18.0,3.0
23258,19.0,3.0
23259,12.0,4.0
23260,31.0,3.0
23261,7.0,6.0
23262,27.0,3.0
23263,43.0,3.0
23264,10.0,3.0
23265,18.0,3.0
23266,32.0,3.0
23267,27.0,3.0
23268,2.0,6.0
23269,19.0,3.0
23270,16.0,6.0
23271,0.0,4.0
23272,36.0,6.0
23273,27.0,3.0
23274,17.0,3.0
23275,11.0,3.0
23276,10.0,6.0
23277,5.0,6.0
23278,3.0,3.0
23279,4.0,3.0
23280,12.0,3.0
23281,17.0,3.0
23282,6.0,3.0
23283,0.0,3.0
23284,8.0,3.0
23285,7.0,4.0
23286,0.0,3.0
23287,13.0,3.0
23288,39.0,3.0
23289,24.0,3.0
23290,23.0,3.0
23291,39.0,3.0
23292,26.0,3.0
23293,22.0,3.0
23294,14.0,3.0
23295,14.0,4.0
23296,19.0,3.0
23297,40.0,3.0
23298,17.0,3.0
23299,44.0,3.0
23300,44.0,6.0
23301,15.0,6.0
23302,56.0,3.0
23303,15.0,3.0
23304,47.0,3.0
23305,31.0,3.0
23306,28.0,3.0
23307,30.0,3.0
23308,7.0,3.0
23309,24.0,3.0
23310,0.0,3.0
23311,26.0,3.0
23312,17.0,3.0
23313,8.0,6.0
23314,18.0,3.0
23315,20.0,3.0
23316,35.0,3.0
23317,12.0,3.0
23318,25.0,3.0
23319,17.0,3.0
23320,8.0,6.0
23321,26.0,3.0
23322,17.0,3.0
23323,25.0,3.0
23324,30.0,4.0
23325,27.0,4.0
23326,3.0,6.0
23327,40.0,3.0
23328,4.0,6.0
23329,10.0,3.0
23330,11.0,3.0
23331,17.0,3.0
23332,0.0,3.0
23333,0.0,3.0
23334,5.0,3.0
23335,8.0,3.0
23336,7.0,6.0
23337,40.0,3.0
23338,18.0,3.0
23339,29.0,3.0
23340,28.0,3.0
23341,21.0,6.0
23342,11.0,3.0
23343,4.0,4.0
23344,24.0,3.0
23345,0.0,3.0
23346,29.0,3.0
23347,20.0,3.0
23348,22.0,3.0
23349,5.0,3.0
23350,0.0,4.0
23351,5.0,4.0
23352,3.0,3.0
23353,67.0,3.0
23354,14.0,6.0
23355,31.0,3.0
23356,25.0,3.0
23357,29.0,4.0
23358,32.0,3.0
23359,23.0,3.0
23360,23.0,3.0
23361,35.0,3.0
23362,13.0,3.0
23363,0.0,3.0
23364,25.0,3.0
23365,15.0,4.0
23366,46.0,4.0
23367,10.0,3.0
23368,29.0,4.0
23369,10.0,3.0
23370,13.0,4.0
23371,15.0,3.0
23372,27.0,3.0
23373,22.0,3.0
23374,6.0,4.0
23375,6.0,3.0
23376,15.0,3.0
23377,9.0,3.0
23378,13.0,3.0
23379,24.0,3.0
23380,10.0,3.0
23381,15.0,3.0
23382,18.0,3.0
23383,33.0,4.0
23384,39.0,3.0
23385,31.0,3.0
23386,29.0,3.0
23387,18.0,3.0
23388,6.0,3.0
23389,27.0,3.0
23390,8.0,6.0
23391,36.0,3.0
23392,15.0,6.0
23393,25.0,3.0
23394,0.0,4.0
23395,30.0,6.0
23396,20.0,3.0
23397,17.0,6.0
23398,25.0,3.0
23399,0.0,4.0
23400,32.0,3.0
23401,20.0,3.0
23402,9.0,4.0
23403,20.0,3.0
23404,5.0,6.0
23405,36.0,4.0
23406,10.0,3.0
23407,47.0,3.0
23408,21.0,3.0
23409,7.0,6.0
23410,27.0,3.0
23411,75.0,3.0
23412,13.0,3.0
23413,27.0,3.0
23414,29.0,4.0
23415,8.0,4.0
23416,40.0,3.0
23417,20.0,3.0
23418,20.0,3.0
23419,17.0,3.0
23420,16.0,4.0
23421,3.0,6.0
23422,19.0,3.0
23423,4.0,6.0
23424,29.0,3.0
23425,33.0,3.0
23426,6.0,3.0
23427,8.0,6.0
23428,19.0,4.0
23429,20.0,3.0
23430,29.0,3.0
23431,21.0,3.0
23432,4.0,3.0
23433,29.0,3.0
23434,19.0,3.0
23435,23.0,3.0
23436,7.0,6.0
23437,19.0,4.0
23438,3.0,6.0
23439,0.0,6.0
23440,4.0,6.0
23441,8.0,3.0
23442,0.0,3.0
23443,30.0,3.0
23444,8.0,3.0
23445,5.0,3.0
23446,0.0,3.0
23447,9.0,4.0
23448,17.0,3.0
23449,16.0,3.0
23450,9.0,4.0
23451,6.0,3.0
23452,0.0,3.0
23453,22.0,3.0
23454,74.0,3.0
23455,14.0,3.0
23456,6.0,4.0
23457,0.0,3.0
23458,8.0,6.0
23459,11.0,3.0
23460,2.0,6.0
23461,9.0,6.0
23462,16.0,3.0
23463,3.0,6.0
23464,3.0,3.0
23465,13.0,3.0
23466,10.0,3.0
23467,12.0,3.0
23468,18.0,4.0
23469,13.0,6.0
23470,30.0,3.0
23471,5.0,3.0
23472,33.0,3.0
23473,15.0,3.0
23474,0.0,3.0
23475,27.0,3.0
23476,4.0,6.0
23477,0.0,4.0
23478,29.0,3.0
23479,10.0,3.0
23480,17.0,4.0
23481,25.0,3.0
23482,20.0,3.0
23483,0.0,4.0
23484,24.0,3.0
23485,16.0,4.0
23486,13.0,3.0
23487,12.0,6.0
23488,9.0,6.0
23489,17.0,3.0
23490,39.0,3.0
23491,0.0,3.0
23492,18.0,3.0
23493,6.0,4.0
23494,13.0,3.0
23495,30.0,3.0
23496,13.0,3.0
23497,13.0,3.0
23498,8.0,3.0
23499,29.0,3.0
23500,48.0,3.0
23501,9.0,3.0
23502,24.0,3.0
23503,15.0,3.0
23504,24.0,3.0
23505,0.0,4.0
23506,0.0,3.0
23507,23.0,6.0
23508,48.0,3.0
23509,20.0,3.0
23510,50.0,3.0
23511,4.0,6.0
23512,29.0,3.0
23513,16.0,3.0
23514,52.0,3.0
23515,8.0,3.0
23516,36.0,3.0
23517,11.0,6.0
23518,54.0,3.0
23519,18.0,3.0
23520,33.0,3.0
23521,20.0,3.0
23522,27.0,3.0
23523,17.0,3.0
23524,20.0,3.0
23525,18.0,3.0
23526,21.0,6.0
23527,41.0,3.0
23528,63.0,3.0
23529,0.0,6.0
23530,26.0,3.0
23531,36.0,3.0
23532,14.0,3.0
23533,27.0,3.0
23534,26.0,6.0
23535,27.0,3.0
23536,19.0,3.0
23537,44.0,3.0
23538,23.0,3.0
23539,18.0,3.0
23540,23.0,3.0
23541,27.0,3.0
23542,11.0,4.0
23543,20.0,3.0
23544,13.0,4.0
23545,7.0,3.0
23546,27.0,3.0
23547,8.0,6.0
23548,17.0,3.0
23549,21.0,3.0
23550,7.0,3.0
23551,14.0,3.0
23552,21.0,3.0
23553,17.0,6.0
23554,27.0,3.0
23555,17.0,3.0
23556,27.0,3.0
23557,30.0,3.0
23558,17.0,3.0
23559,19.0,3.0
23560,0.0,3.0
23561,4.0,3.0
23562,23.0,3.0
23563,20.0,3.0
23564,13.0,3.0
23565,50.0,4.0
23566,13.0,4.0
23567,100.0,3.0
23568,0.0,4.0
23569,0.0,4.0
23570,36.0,4.0
23571,36.0,4.0
23572,13.0,3.0
23573,31.0,3.0
23574,0.0,3.0
23575,21.0,3.0
23576,33.0,3.0
23577,100.0,4.0
23578,33.0,3.0
23579,17.0,4.0
23580,47.0,3.0
23581,36.0,3.0
23582,13.0,3.0
23583,17.0,4.0
23584,0.0,3.0
23585,38.0,4.0
23586,17.0,3.0
23587,6.0,3.0
23588,27.0,3.0
23589,0.0,4.0
23590,36.0,3.0
23591,67.0,3.0
23592,33.0,4.0
23593,25.0,3.0
23594,8.0,3.0
23595,0.0,3.0
23596,11.0,4.0
23597,71.0,3.0
23598,0.0,4.0
23599,6.0,3.0
23600,22.0,4.0
23601,17.0,3.0
23602,67.0,3.0
23603,11.0,4.0
23604,46.0,3.0
23605,0.0,3.0
23606,25.0,4.0
23607,0.0,4.0
23608,73.0,3.0
23609,0.0,4.0
23610,30.0,3.0
23611,54.0,4.0
23612,33.0,4.0
23613,33.0,4.0
23614,0.0,4.0
23615,71.0,3.0
23616,17.0,3.0
23617,5.0,3.0
23618,9.0,3.0
23619,9.0,4.0
23620,0.0,4.0
23621,25.0,4.0
23622,17.0,4.0
23623,13.0,3.0
23624,66.0,3.0
23625,82.0,4.0
23626,11.0,3.0
23627,0.0,4.0
23628,7.0,6.0
23629,31.0,3.0
23630,0.0,3.0
23631,6.0,3.0
23632,27.0,4.0
23633,38.0,3.0
23634,24.0,3.0
23635,9.0,3.0
23636,25.0,3.0
23637,7.0,4.0
23638,54.0,3.0
23639,11.0,3.0
23640,17.0,3.0
23641,43.0,3.0
23642,32.0,3.0
23643,21.0,4.0
23644,11.0,3.0
23645,19.0,6.0
23646,58.0,3.0
23647,44.0,3.0
23648,20.0,6.0
23649,0.0,3.0
23650,0.0,3.0
23651,5.0,3.0
23652,3.0,3.0
23653,10.0,3.0
23654,9.0,3.0
23655,0.0,3.0
23656,7.0,4.0
23657,58.0,4.0
23658,18.0,3.0
23659,0.0,6.0
23660,0.0,3.0
23661,0.0,3.0
23662,38.0,3.0
23663,28.0,3.0
23664,5.0,3.0
23665,0.0,4.0
23666,12.0,3.0
23667,0.0,3.0
23668,3.0,3.0
23669,13.0,3.0
23670,19.0,3.0
23671,0.0,3.0
23672,7.0,3.0
23673,3.0,6.0
23674,12.0,6.0
23675,0.0,3.0
23676,17.0,3.0
23677,17.0,3.0
23678,6.0,3.0
23679,7.0,3.0
23680,11.0,3.0
23681,0.0,3.0
23682,0.0,6.0
23683,0.0,3.0
23684,0.0,6.0
23685,0.0,3.0
23686,21.0,3.0
23687,2.0,6.0
23688,13.0,3.0
23689,9.0,3.0
23690,17.0,3.0
23691,11.0,4.0
23692,0.0,4.0
23693,32.0,3.0
23694,4.0,6.0
23695,42.0,3.0
23696,32.0,3.0
23697,36.0,6.0
23698,26.0,3.0
23699,23.0,3.0
23700,50.0,3.0
23701,4.0,3.0
23702,19.0,3.0
23703,5.0,3.0
23704,19.0,3.0
23705,4.0,3.0
23706,0.0,3.0
23707,11.0,3.0
23708,6.0,3.0
23709,36.0,4.0
23710,50.0,4.0
23711,7.0,3.0
23712,0.0,3.0
23713,20.0,3.0
23714,29.0,6.0
23715,11.0,3.0
23716,6.0,3.0
23717,9.0,3.0
23718,10.0,3.0
23719,9.0,3.0
23720,4.0,6.0
23721,10.0,4.0
23722,0.0,3.0
23723,12.0,3.0
23724,28.0,3.0
23725,25.0,3.0
23726,23.0,4.0
23727,7.0,3.0
23728,20.0,3.0
23729,13.0,3.0
23730,8.0,3.0
23731,50.0,4.0
23732,23.0,6.0
23733,18.0,6.0
23734,19.0,4.0
23735,11.0,3.0
23736,9.0,3.0
23737,23.0,6.0
23738,17.0,3.0
23739,17.0,4.0
23740,15.0,3.0
23741,13.0,3.0
23742,30.0,3.0
23743,27.0,3.0
23744,56.0,3.0
23745,12.0,3.0
23746,38.0,3.0
23747,13.0,3.0
23748,15.0,3.0
23749,30.0,3.0
23750,45.0,3.0
23751,35.0,3.0
23752,27.0,3.0
23753,40.0,3.0
23754,9.0,3.0
23755,9.0,3.0
23756,6.0,3.0
23757,17.0,4.0
23758,29.0,3.0
23759,9.0,3.0
23760,14.0,3.0
23761,0.0,3.0
23762,10.0,3.0
23763,19.0,3.0
23764,57.0,3.0
23765,12.0,3.0
23766,8.0,3.0
23767,100.0,3.0
23768,10.0,4.0
23769,17.0,4.0
23770,9.0,4.0
23771,15.0,3.0
23772,13.0,7.0
23773,7.0,7.0
23774,8.0,7.0
23775,23.0,4.0
23776,2.0,4.0
23777,4.0,4.0
23778,16.0,7.0
23779,4.0,4.0
23780,17.0,7.0
23781,0.0,7.0
23782,,4.0
23783,13.0,7.0
23784,26.0,7.0
23785,13.0,7.0
23786,19.0,4.0
23787,23.0,7.0
23788,17.0,7.0
23789,14.0,7.0
23790,21.0,7.0
23791,12.0,13.0
23792,15.0,7.0
23793,29.0,7.0
23794,21.0,7.0
23795,5.0,7.0
23796,8.0,7.0
23797,19.0,7.0
23798,19.0,7.0
23799,21.0,4.0
23800,13.0,7.0
23801,26.0,7.0
23802,15.0,7.0
23803,11.0,7.0
23804,7.0,4.0
23805,12.0,7.0
23806,25.0,4.0
23807,12.0,4.0
23808,8.0,7.0
23809,7.0,7.0
23810,16.0,7.0
23811,11.0,7.0
23812,30.0,7.0
23813,14.0,7.0
23814,8.0,7.0
23815,13.0,7.0
23816,27.0,7.0
23817,16.0,7.0
23818,3.0,7.0
23819,13.0,7.0
23820,17.0,7.0
23821,15.0,7.0
23822,10.0,7.0
23823,14.0,7.0
23824,0.0,4.0
23825,0.0,7.0
23826,17.0,7.0
23827,0.0,7.0
23828,0.0,4.0
23829,18.0,7.0
23830,4.0,7.0
23831,25.0,7.0
23832,26.0,7.0
23833,8.0,7.0
23834,24.0,7.0
23835,0.0,7.0
23836,15.0,7.0
23837,14.0,4.0
23838,20.0,7.0
23839,37.0,7.0
23840,51.0,7.0
23841,1.0,7.0
23842,0.0,7.0
23843,4.0,7.0
23844,0.0,4.0
23845,38.0,7.0
23846,31.0,7.0
23847,44.0,7.0
23848,21.0,7.0
23849,14.0,7.0
23850,11.0,7.0
23851,17.0,7.0
23852,27.0,7.0
23853,14.0,7.0
23854,26.0,7.0
23855,19.0,7.0
23856,6.0,7.0
23857,10.0,7.0
23858,13.0,7.0
23859,0.0,4.0
23860,19.0,7.0
23861,12.0,7.0
23862,7.0,7.0
23863,8.0,4.0
23864,19.0,7.0
23865,9.0,4.0
23866,4.0,7.0
23867,16.0,7.0
23868,19.0,7.0
23869,14.0,7.0
23870,18.0,7.0
23871,10.0,7.0
23872,9.0,7.0
23873,17.0,7.0
23874,15.0,7.0
23875,27.0,7.0
23876,16.0,4.0
23877,14.0,7.0
23878,20.0,7.0
23879,12.0,7.0
23880,0.0,4.0
23881,14.0,7.0
23882,10.0,7.0
23883,24.0,7.0
23884,18.0,7.0
23885,27.0,7.0
23886,13.0,7.0
23887,21.0,7.0
23888,20.0,7.0
23889,13.0,7.0
23890,25.0,7.0
23891,0.0,4.0
23892,16.0,13.0
23893,12.0,7.0
23894,11.0,7.0
23895,17.0,7.0
23896,16.0,7.0
23897,18.0,7.0
23898,10.0,13.0
23899,15.0,7.0
23900,15.0,7.0
23901,44.0,7.0
23902,17.0,7.0
23903,11.0,7.0
23904,13.0,13.0
23905,22.0,7.0
23906,29.0,4.0
23907,10.0,7.0
23908,13.0,7.0
23909,0.0,7.0
23910,10.0,4.0
23911,21.0,7.0
23912,15.0,7.0
23913,17.0,4.0
23914,8.0,7.0
23915,31.0,7.0
23916,8.0,7.0
23917,11.0,7.0
23918,34.0,7.0
23919,33.0,7.0
23920,50.0,4.0
23921,33.0,7.0
23922,26.0,7.0
23923,15.0,7.0
23924,30.0,7.0
23925,100.0,4.0
23926,20.0,7.0
23927,13.0,7.0
23928,16.0,7.0
23929,0.0,7.0
23930,14.0,7.0
23931,20.0,7.0
23932,20.0,7.0
23933,20.0,7.0
23934,20.0,7.0
23935,23.0,7.0
23936,10.0,7.0
23937,15.0,7.0
23938,9.0,7.0
23939,16.0,7.0
23940,17.0,7.0
23941,8.0,7.0
23942,14.0,7.0
23943,17.0,7.0
23944,0.0,7.0
23945,18.0,7.0
23946,15.0,7.0
23947,14.0,7.0
23948,17.0,7.0
23949,8.0,4.0
23950,9.0,7.0
23951,10.0,4.0
23952,10.0,7.0
23953,5.0,7.0
23954,25.0,4.0
23955,21.0,7.0
23956,11.0,7.0
23957,0.0,7.0
23958,11.0,7.0
23959,15.0,7.0
23960,15.0,7.0
23961,0.0,4.0
23962,12.0,4.0
23963,27.0,4.0
23964,0.0,4.0
23965,13.0,7.0
23966,10.0,7.0
23967,9.0,4.0
23968,8.0,7.0
23969,5.0,4.0
23970,19.0,4.0
23971,,4.0
23972,10.0,4.0
23973,0.0,4.0
23974,0.0,4.0
23975,,4.0
23976,0.0,4.0
23977,15.0,4.0
23978,,4.0
23979,,4.0
23980,0.0,4.0
23981,14.0,4.0
23982,20.0,4.0
23983,43.0,3.0
23984,18.0,3.0
23985,0.0,4.0
23986,0.0,4.0
23987,3.0,4.0
23988,15.0,4.0
23989,0.0,4.0
23990,0.0,4.0
23991,9.0,4.0
23992,5.0,4.0
23993,3.0,4.0
23994,9.0,3.0
23995,37.0,6.0
23996,29.0,3.0
23997,3.0,3.0
23998,11.0,4.0
23999,8.0,4.0
24000,14.0,4.0
24001,14.0,4.0
24002,0.0,4.0
24003,11.0,4.0
24004,31.0,3.0
24005,43.0,3.0
24006,0.0,3.0
24007,0.0,3.0
24008,11.0,4.0
24009,14.0,4.0
24010,13.0,4.0
24011,14.0,4.0
24012,17.0,4.0
24013,0.0,4.0
24014,0.0,4.0
24015,5.0,4.0
24016,6.0,4.0
24017,5.0,4.0
24018,9.0,4.0
24019,0.0,4.0
24020,,4.0
24021,5.0,4.0
24022,5.0,3.0
24023,8.0,3.0
24024,4.0,4.0
24025,19.0,4.0
24026,7.0,3.0
24027,0.0,3.0
24028,2.0,4.0
24029,6.0,4.0
24030,0.0,4.0
24031,13.0,3.0
24032,0.0,4.0
24033,0.0,4.0
24034,3.0,4.0
24035,3.0,4.0
24036,14.0,4.0
24037,0.0,4.0
24038,3.0,4.0
24039,14.0,4.0
24040,0.0,4.0
24041,0.0,4.0
24042,0.0,3.0
24043,0.0,7.0
24044,0.0,7.0
24045,4.0,7.0
24046,3.0,6.0
24047,33.0,3.0
24048,11.0,12.0
24049,4.0,12.0
24050,,4.0
24051,14.0,12.0
24052,10.0,12.0
24053,0.0,12.0
24054,12.0,12.0
24055,10.0,12.0
24056,21.0,12.0
24057,10.0,12.0
24058,15.0,12.0
24059,5.0,12.0
24060,19.0,12.0
24061,14.0,12.0
24062,25.0,4.0
24063,7.0,12.0
24064,14.0,12.0
24065,18.0,12.0
24066,10.0,12.0
24067,13.0,12.0
24068,8.0,12.0
24069,10.0,12.0
24070,20.0,12.0
24071,21.0,12.0
24072,7.0,12.0
24073,13.0,12.0
24074,12.0,12.0
24075,3.0,12.0
24076,0.0,4.0
24077,13.0,12.0
24078,14.0,12.0
24079,20.0,12.0
24080,10.0,12.0
24081,6.0,12.0
24082,15.0,12.0
24083,12.0,12.0
24084,18.0,12.0
24085,15.0,12.0
24086,10.0,12.0
24087,16.0,12.0
24088,6.0,12.0
24089,25.0,12.0
24090,11.0,12.0
24091,5.0,12.0
24092,14.0,12.0
24093,17.0,12.0
24094,12.0,12.0
24095,18.0,12.0
24096,26.0,12.0
24097,17.0,12.0
24098,16.0,12.0
24099,7.0,12.0
24100,19.0,12.0
24101,25.0,12.0
24102,15.0,12.0
24103,20.0,12.0
24104,15.0,12.0
24105,23.0,12.0
24106,8.0,12.0
24107,7.0,12.0
24108,6.0,12.0
24109,4.0,12.0
24110,4.0,12.0
24111,38.0,12.0
24112,25.0,12.0
24113,9.0,12.0
24114,17.0,12.0
24115,16.0,12.0
24116,16.0,12.0
24117,15.0,12.0
24118,46.0,12.0
24119,10.0,12.0
24120,19.0,12.0
24121,5.0,12.0
24122,10.0,12.0
24123,0.0,4.0
24124,7.0,4.0
24125,13.0,12.0
