i,pct_f,effectifs_candidats_total_accepte,effectifs_candidats_femmes_total_accepte
11775,32.0,22.0,7.0
11776,53.0,64.0,34.0
11777,88.0,77.0,68.0
11778,82.0,44.0,36.0
11779,68.0,84.0,57.0
11780,43.0,14.0,6.0
11781,9.0,46.0,4.0
11782,28.0,18.0,5.0
11783,70.0,20.0,14.0
11784,83.0,23.0,19.0
11785,33.0,24.0,8.0
11786,45.0,20.0,9.0
11787,0.0,44.0,0.0
11788,33.0,252.0,83.0
11789,38.0,34.0,13.0
11790,7.0,15.0,1.0
11791,0.0,10.0,0.0
11792,33.0,36.0,12.0
11793,10.0,20.0,2.0
11794,15.0,34.0,5.0
11795,11.0,44.0,5.0
11796,80.0,15.0,12.0
11797,6.0,16.0,1.0
11798,86.0,28.0,24.0
11799,69.0,16.0,11.0
11800,76.0,34.0,26.0
11801,29.0,95.0,28.0
11802,65.0,34.0,22.0
11803,0.0,12.0,0.0
11804,53.0,19.0,10.0
11805,17.0,30.0,5.0
11806,79.0,28.0,22.0
11807,0.0,12.0,0.0
11808,58.0,26.0,15.0
11809,83.0,30.0,25.0
11810,74.0,34.0,25.0
11811,0.0,18.0,0.0
11812,48.0,63.0,30.0
11813,62.0,26.0,16.0
11814,33.0,43.0,14.0
11815,38.0,13.0,5.0
11816,56.0,54.0,30.0
11817,0.0,12.0,0.0
11818,76.0,33.0,25.0
11819,53.0,49.0,26.0
11820,23.0,39.0,9.0
11821,17.0,29.0,5.0
11822,74.0,34.0,25.0
11823,45.0,31.0,14.0
11824,0.0,14.0,0.0
11825,60.0,15.0,9.0
11826,10.0,62.0,6.0
11827,94.0,18.0,17.0
11828,76.0,97.0,74.0
11829,59.0,195.0,115.0
11830,24.0,25.0,6.0
11831,14.0,14.0,2.0
11832,65.0,20.0,13.0
11833,22.0,98.0,22.0
11834,46.0,48.0,22.0
11835,77.0,48.0,37.0
11836,23.0,13.0,3.0
11837,72.0,25.0,18.0
11838,76.0,50.0,38.0
11839,79.0,63.0,50.0
11840,90.0,10.0,9.0
11841,59.0,328.0,194.0
11842,65.0,23.0,15.0
11843,67.0,36.0,24.0
11844,41.0,44.0,18.0
11845,38.0,26.0,10.0
11846,64.0,22.0,14.0
11847,81.0,16.0,13.0
11848,70.0,531.0,370.0
11849,75.0,445.0,333.0
11850,66.0,736.0,483.0
11851,3.0,100.0,3.0
11852,98.0,40.0,39.0
11853,57.0,30.0,17.0
11854,10.0,30.0,3.0
11855,59.0,32.0,19.0
11856,40.0,35.0,14.0
11857,84.0,31.0,26.0
11858,56.0,32.0,18.0
11859,31.0,16.0,5.0
11860,64.0,56.0,36.0
11861,39.0,95.0,37.0
11862,56.0,95.0,53.0
11863,67.0,43.0,29.0
11864,70.0,33.0,23.0
11865,19.0,95.0,18.0
11866,83.0,36.0,30.0
11867,76.0,29.0,22.0
11868,84.0,32.0,27.0
11869,19.0,43.0,8.0
11870,15.0,26.0,4.0
11871,24.0,50.0,12.0
11872,82.0,60.0,49.0
11873,35.0,46.0,16.0
11874,27.0,92.0,25.0
11875,62.0,34.0,21.0
11876,48.0,27.0,13.0
11877,32.0,25.0,8.0
11878,59.0,29.0,17.0
11879,85.0,20.0,17.0
11880,78.0,262.0,204.0
11881,52.0,23.0,12.0
11882,54.0,93.0,50.0
11883,18.0,34.0,6.0
11884,56.0,34.0,19.0
11885,82.0,33.0,27.0
11886,0.0,24.0,0.0
11887,64.0,90.0,58.0
11888,47.0,553.0,259.0
11889,55.0,114.0,63.0
11890,22.0,96.0,21.0
11891,78.0,46.0,36.0
11892,4.0,23.0,1.0
11893,0.0,30.0,0.0
11894,4.0,24.0,1.0
11895,48.0,21.0,10.0
11896,55.0,255.0,139.0
11897,42.0,12.0,5.0
11898,51.0,336.0,171.0
11899,62.0,174.0,108.0
11900,11.0,46.0,5.0
11901,85.0,33.0,28.0
11902,96.0,24.0,23.0
11903,93.0,30.0,28.0
11904,67.0,36.0,24.0
11905,85.0,33.0,28.0
11906,70.0,27.0,19.0
11907,6.0,33.0,2.0
11908,76.0,84.0,64.0
11909,2.0,121.0,2.0
11910,22.0,32.0,7.0
11911,41.0,44.0,18.0
11912,41.0,44.0,18.0
11913,0.0,13.0,0.0
11914,82.0,56.0,46.0
11915,82.0,17.0,14.0
11916,51.0,107.0,55.0
11917,69.0,278.0,191.0
11918,44.0,197.0,87.0
11919,62.0,66.0,41.0
11920,40.0,43.0,17.0
11921,19.0,31.0,6.0
11922,79.0,33.0,26.0
11923,90.0,72.0,65.0
11924,26.0,23.0,6.0
11925,4.0,46.0,2.0
11926,53.0,32.0,17.0
11927,53.0,38.0,20.0
11928,0.0,22.0,0.0
11929,49.0,35.0,17.0
11930,43.0,30.0,13.0
11931,0.0,16.0,0.0
11932,68.0,37.0,25.0
11933,29.0,17.0,5.0
11934,39.0,145.0,56.0
11935,62.0,339.0,209.0
11936,69.0,13.0,9.0
11937,9.0,47.0,4.0
11938,90.0,31.0,28.0
11939,80.0,30.0,24.0
11940,56.0,52.0,29.0
11941,6.0,16.0,1.0
11942,69.0,118.0,81.0
11943,18.0,22.0,4.0
11944,5.0,98.0,5.0
11945,25.0,16.0,4.0
11946,66.0,32.0,21.0
11947,48.0,50.0,24.0
11948,26.0,19.0,5.0
11949,37.0,546.0,203.0
11950,35.0,172.0,60.0
11951,67.0,9.0,6.0
11952,69.0,16.0,11.0
11953,69.0,32.0,22.0
11954,4.0,24.0,1.0
11955,50.0,60.0,30.0
11956,86.0,36.0,31.0
11957,24.0,17.0,4.0
11958,73.0,85.0,62.0
11959,40.0,25.0,10.0
11960,83.0,23.0,19.0
11961,0.0,13.0,0.0
11962,53.0,32.0,17.0
11963,33.0,33.0,11.0
11964,33.0,12.0,4.0
11965,48.0,29.0,14.0
11966,7.0,15.0,1.0
11967,91.0,22.0,20.0
11968,67.0,15.0,10.0
11969,59.0,22.0,13.0
11970,83.0,29.0,24.0
11971,10.0,52.0,5.0
11972,86.0,22.0,19.0
11973,11.0,18.0,2.0
11974,80.0,20.0,16.0
11975,46.0,35.0,16.0
11976,0.0,17.0,0.0
11977,47.0,19.0,9.0
11978,0.0,14.0,0.0
11979,74.0,31.0,23.0
11980,53.0,34.0,18.0
11981,57.0,28.0,16.0
11982,66.0,566.0,373.0
11983,35.0,65.0,23.0
11984,11.0,81.0,9.0
11985,67.0,90.0,60.0
11986,15.0,26.0,4.0
11987,55.0,110.0,60.0
11988,0.0,7.0,0.0
11989,52.0,31.0,16.0
11990,77.0,26.0,20.0
11991,94.0,53.0,50.0
11992,53.0,19.0,10.0
11993,19.0,21.0,4.0
11994,64.0,14.0,9.0
11995,92.0,48.0,44.0
11996,11.0,19.0,2.0
11997,14.0,14.0,2.0
11998,100.0,13.0,13.0
11999,20.0,10.0,2.0
12000,9.0,35.0,3.0
12001,65.0,110.0,71.0
12002,4.0,90.0,4.0
12003,32.0,22.0,7.0
12004,62.0,29.0,18.0
12005,46.0,35.0,16.0
12006,29.0,48.0,14.0
12007,68.0,37.0,25.0
12008,46.0,35.0,16.0
12009,24.0,37.0,9.0
12010,42.0,33.0,14.0
12011,71.0,7.0,5.0
12012,36.0,126.0,45.0
12013,39.0,378.0,149.0
12014,0.0,18.0,0.0
12015,77.0,13.0,10.0
12016,47.0,19.0,9.0
12017,82.0,33.0,27.0
12018,7.0,14.0,1.0
12019,52.0,54.0,28.0
12020,61.0,33.0,20.0
12021,79.0,34.0,27.0
12022,0.0,19.0,0.0
12023,33.0,66.0,22.0
12024,96.0,24.0,23.0
12025,0.0,14.0,0.0
12026,64.0,39.0,25.0
12027,24.0,49.0,12.0
12028,44.0,27.0,12.0
12029,50.0,34.0,17.0
12030,86.0,21.0,18.0
12031,77.0,22.0,17.0
12032,75.0,404.0,301.0
12033,50.0,38.0,19.0
12034,0.0,9.0,0.0
12035,74.0,35.0,26.0
12036,68.0,34.0,23.0
12037,90.0,31.0,28.0
12038,15.0,27.0,4.0
12039,6.0,17.0,1.0
12040,60.0,20.0,12.0
12041,57.0,35.0,20.0
12042,20.0,15.0,3.0
12043,62.0,29.0,18.0
12044,11.0,19.0,2.0
12045,74.0,19.0,14.0
12046,8.0,80.0,6.0
12047,55.0,74.0,41.0
12048,85.0,168.0,142.0
12049,48.0,27.0,13.0
12050,0.0,7.0,0.0
12051,38.0,34.0,13.0
12052,7.0,15.0,1.0
12053,84.0,32.0,27.0
12054,52.0,29.0,15.0
12055,42.0,358.0,151.0
12056,65.0,31.0,20.0
12057,54.0,270.0,146.0
12058,20.0,25.0,5.0
12059,4.0,23.0,1.0
12060,22.0,9.0,2.0
12061,63.0,30.0,19.0
12062,100.0,13.0,13.0
12063,50.0,20.0,10.0
12064,60.0,15.0,9.0
12065,48.0,23.0,11.0
12066,12.0,42.0,5.0
12067,55.0,104.0,57.0
12068,7.0,46.0,3.0
12069,46.0,46.0,21.0
12070,27.0,44.0,12.0
12071,33.0,33.0,11.0
12072,95.0,22.0,21.0
12073,0.0,10.0,0.0
12074,74.0,19.0,14.0
12075,80.0,35.0,28.0
12076,100.0,22.0,22.0
12077,29.0,58.0,17.0
12078,55.0,11.0,6.0
12079,0.0,12.0,0.0
12080,77.0,64.0,49.0
12081,41.0,37.0,15.0
12082,0.0,24.0,0.0
12083,54.0,24.0,13.0
12084,55.0,11.0,6.0
12085,97.0,34.0,33.0
12086,13.0,8.0,1.0
12087,59.0,22.0,13.0
12088,74.0,23.0,17.0
12089,0.0,2.0,0.0
12090,47.0,32.0,15.0
12091,30.0,20.0,6.0
12092,56.0,50.0,28.0
12093,35.0,84.0,29.0
12094,17.0,30.0,5.0
12095,56.0,32.0,18.0
12096,14.0,28.0,4.0
12097,43.0,21.0,9.0
12098,19.0,109.0,21.0
12099,49.0,35.0,17.0
12100,20.0,197.0,39.0
12101,73.0,553.0,406.0
12102,82.0,22.0,18.0
12103,36.0,198.0,72.0
12104,72.0,29.0,21.0
12105,11.0,27.0,3.0
12106,0.0,37.0,0.0
12107,80.0,25.0,20.0
12108,15.0,20.0,3.0
12109,15.0,34.0,5.0
12110,6.0,18.0,1.0
12111,97.0,35.0,34.0
12112,60.0,15.0,9.0
12113,68.0,31.0,21.0
12114,38.0,21.0,8.0
12115,62.0,29.0,18.0
12116,4.0,28.0,1.0
12117,62.0,39.0,24.0
12118,79.0,33.0,26.0
12119,6.0,17.0,1.0
12120,97.0,32.0,31.0
12121,5.0,66.0,3.0
12122,44.0,16.0,7.0
12123,93.0,83.0,77.0
12124,71.0,7.0,5.0
12125,30.0,114.0,34.0
12126,60.0,111.0,67.0
12127,70.0,27.0,19.0
12128,67.0,134.0,90.0
12129,50.0,34.0,17.0
12130,45.0,33.0,15.0
12131,0.0,15.0,0.0
12132,48.0,31.0,15.0
12133,18.0,17.0,3.0
12134,0.0,19.0,0.0
12135,13.0,15.0,2.0
12136,10.0,29.0,3.0
12137,11.0,88.0,10.0
12138,30.0,37.0,11.0
12139,41.0,34.0,14.0
12140,49.0,285.0,140.0
12141,88.0,16.0,14.0
12142,29.0,118.0,34.0
12143,33.0,6.0,2.0
12144,58.0,66.0,38.0
12145,43.0,14.0,6.0
12146,0.0,19.0,0.0
12147,74.0,23.0,17.0
12148,67.0,6.0,4.0
12149,6.0,52.0,3.0
12150,3.0,32.0,1.0
12151,39.0,31.0,12.0
12152,26.0,46.0,12.0
12153,0.0,11.0,0.0
12154,69.0,35.0,24.0
12155,58.0,33.0,19.0
12156,62.0,58.0,36.0
12157,0.0,15.0,0.0
12158,0.0,2.0,0.0
12159,20.0,10.0,2.0
12160,0.0,31.0,0.0
12161,0.0,12.0,0.0
12162,7.0,30.0,2.0
12163,0.0,16.0,0.0
12164,52.0,25.0,13.0
12165,19.0,37.0,7.0
12166,18.0,39.0,7.0
12167,5.0,19.0,1.0
12168,43.0,23.0,10.0
12169,64.0,22.0,14.0
12170,45.0,147.0,66.0
12171,34.0,41.0,14.0
12172,81.0,43.0,35.0
12173,64.0,45.0,29.0
12174,28.0,29.0,8.0
12175,37.0,67.0,25.0
12176,56.0,194.0,108.0
12177,72.0,32.0,23.0
12178,79.0,253.0,199.0
12179,63.0,241.0,153.0
12180,25.0,24.0,6.0
12181,53.0,32.0,17.0
12182,22.0,73.0,16.0
12183,15.0,13.0,2.0
12184,53.0,34.0,18.0
12185,29.0,14.0,4.0
12186,59.0,34.0,20.0
12187,0.0,14.0,0.0
12188,61.0,18.0,11.0
12189,13.0,45.0,6.0
12190,0.0,12.0,0.0
12191,45.0,22.0,10.0
12192,26.0,23.0,6.0
12193,54.0,95.0,51.0
12194,0.0,9.0,0.0
12195,48.0,31.0,15.0
12196,20.0,46.0,9.0
12197,48.0,31.0,15.0
12198,67.0,49.0,33.0
12199,52.0,33.0,17.0
12200,67.0,33.0,22.0
12201,7.0,30.0,2.0
12202,16.0,51.0,8.0
12203,0.0,25.0,0.0
12204,13.0,30.0,4.0
12205,73.0,30.0,22.0
12206,91.0,35.0,32.0
12207,61.0,129.0,79.0
12208,3.0,67.0,2.0
12209,12.0,25.0,3.0
12210,37.0,51.0,19.0
12211,64.0,11.0,7.0
12212,73.0,15.0,11.0
12213,56.0,85.0,48.0
12214,71.0,24.0,17.0
12215,64.0,53.0,34.0
12216,89.0,55.0,49.0
12217,46.0,69.0,32.0
12218,56.0,36.0,20.0
12219,66.0,109.0,72.0
12220,66.0,172.0,114.0
12221,14.0,37.0,5.0
12222,13.0,24.0,3.0
12223,26.0,35.0,9.0
12224,29.0,87.0,25.0
12225,39.0,23.0,9.0
12226,80.0,61.0,49.0
12227,6.0,18.0,1.0
12228,0.0,24.0,0.0
12229,73.0,22.0,16.0
12230,86.0,21.0,18.0
12231,15.0,20.0,3.0
12232,0.0,22.0,0.0
12233,10.0,30.0,3.0
12234,33.0,24.0,8.0
12235,55.0,33.0,18.0
12236,89.0,131.0,116.0
12237,27.0,176.0,47.0
12238,90.0,150.0,135.0
12239,77.0,13.0,10.0
12240,92.0,83.0,76.0
12241,91.0,217.0,197.0
12242,98.0,40.0,39.0
12243,86.0,114.0,98.0
12244,88.0,69.0,61.0
12245,0.0,14.0,0.0
12246,86.0,56.0,48.0
12247,92.0,53.0,49.0
12248,16.0,25.0,4.0
12249,92.0,127.0,117.0
12250,86.0,58.0,50.0
12251,50.0,12.0,6.0
12252,97.0,58.0,56.0
12253,22.0,46.0,10.0
12254,89.0,64.0,57.0
12255,88.0,155.0,137.0
12256,3.0,31.0,1.0
12257,80.0,56.0,45.0
12258,37.0,27.0,10.0
12259,81.0,53.0,43.0
12260,31.0,101.0,31.0
12261,91.0,55.0,50.0
12262,42.0,245.0,102.0
12263,88.0,67.0,59.0
12264,71.0,89.0,63.0
12265,97.0,59.0,57.0
12266,93.0,59.0,55.0
12267,59.0,109.0,64.0
12268,88.0,72.0,63.0
12269,23.0,22.0,5.0
12270,84.0,45.0,38.0
12271,27.0,44.0,12.0
12272,33.0,3.0,1.0
12273,36.0,147.0,53.0
12274,31.0,475.0,147.0
12275,59.0,300.0,178.0
12276,48.0,31.0,15.0
12277,53.0,32.0,17.0
12278,0.0,22.0,0.0
12279,49.0,148.0,72.0
12280,67.0,27.0,18.0
12281,33.0,52.0,17.0
12282,93.0,14.0,13.0
12283,10.0,156.0,16.0
12284,48.0,27.0,13.0
12285,49.0,134.0,65.0
12286,39.0,79.0,31.0
12287,52.0,33.0,17.0
12288,49.0,94.0,46.0
12289,0.0,25.0,0.0
12290,64.0,14.0,9.0
12291,31.0,125.0,39.0
12292,6.0,16.0,1.0
12293,84.0,82.0,69.0
12294,56.0,183.0,103.0
12295,86.0,42.0,36.0
12296,68.0,41.0,28.0
12297,93.0,90.0,84.0
12298,31.0,35.0,11.0
12299,85.0,96.0,82.0
12300,71.0,24.0,17.0
12301,87.0,62.0,54.0
12302,21.0,53.0,11.0
12303,40.0,15.0,6.0
12304,42.0,12.0,5.0
12305,68.0,38.0,26.0
12306,61.0,31.0,19.0
12307,96.0,28.0,27.0
12308,79.0,29.0,23.0
12309,39.0,31.0,12.0
12310,64.0,47.0,30.0
12311,70.0,46.0,32.0
12312,100.0,17.0,17.0
12313,75.0,32.0,24.0
12314,94.0,35.0,33.0
12315,90.0,31.0,28.0
12316,54.0,74.0,40.0
12317,23.0,31.0,7.0
12318,7.0,14.0,1.0
12319,58.0,36.0,21.0
12320,85.0,40.0,34.0
12321,89.0,28.0,25.0
12322,100.0,4.0,4.0
12323,25.0,4.0,1.0
12324,64.0,36.0,23.0
12325,75.0,8.0,6.0
12326,65.0,149.0,97.0
12327,50.0,112.0,56.0
12328,28.0,29.0,8.0
12329,13.0,16.0,2.0
12330,77.0,30.0,23.0
12331,86.0,29.0,25.0
12332,52.0,25.0,13.0
12333,91.0,11.0,10.0
12334,56.0,25.0,14.0
12335,80.0,45.0,36.0
12336,73.0,30.0,22.0
12337,34.0,32.0,11.0
12338,81.0,84.0,68.0
12339,100.0,6.0,6.0
12340,88.0,52.0,46.0
12341,25.0,20.0,5.0
12342,31.0,26.0,8.0
12343,88.0,25.0,22.0
12344,0.0,30.0,0.0
12345,31.0,96.0,30.0
12346,97.0,32.0,31.0
12347,89.0,35.0,31.0
12348,80.0,75.0,60.0
12349,33.0,527.0,172.0
12350,77.0,144.0,111.0
12351,64.0,326.0,209.0
12352,87.0,15.0,13.0
12353,80.0,15.0,12.0
12354,74.0,23.0,17.0
12355,61.0,18.0,11.0
12356,59.0,54.0,32.0
12357,83.0,551.0,458.0
12358,74.0,34.0,25.0
12359,93.0,15.0,14.0
12360,58.0,43.0,25.0
12361,88.0,76.0,67.0
12362,29.0,28.0,8.0
12363,86.0,49.0,42.0
12364,4.0,25.0,1.0
12365,85.0,34.0,29.0
12366,2.0,46.0,1.0
12367,69.0,32.0,22.0
12368,0.0,5.0,0.0
12369,30.0,23.0,7.0
12370,100.0,6.0,6.0
12371,10.0,29.0,3.0
12372,50.0,127.0,64.0
12373,28.0,54.0,15.0
12374,29.0,14.0,4.0
12375,71.0,7.0,5.0
12376,0.0,1.0,0.0
12377,79.0,38.0,30.0
12378,59.0,34.0,20.0
12379,80.0,96.0,77.0
12380,80.0,133.0,107.0
12381,0.0,9.0,0.0
12382,53.0,36.0,19.0
12383,79.0,28.0,22.0
12384,75.0,48.0,36.0
12385,57.0,35.0,20.0
12386,100.0,32.0,32.0
12387,78.0,36.0,28.0
12388,95.0,43.0,41.0
12389,45.0,40.0,18.0
12390,44.0,39.0,17.0
12391,86.0,14.0,12.0
12392,43.0,23.0,10.0
12393,0.0,17.0,0.0
12394,7.0,15.0,1.0
12395,82.0,17.0,14.0
12396,73.0,15.0,11.0
12397,80.0,15.0,12.0
12398,11.0,133.0,15.0
12399,68.0,28.0,19.0
12400,0.0,23.0,0.0
12401,0.0,4.0,0.0
12402,55.0,38.0,21.0
12403,44.0,62.0,27.0
12404,83.0,126.0,104.0
12405,44.0,36.0,16.0
12406,10.0,30.0,3.0
12407,44.0,32.0,14.0
12408,100.0,2.0,2.0
12409,75.0,28.0,21.0
12410,13.0,15.0,2.0
12411,46.0,13.0,6.0
12412,0.0,7.0,0.0
12413,16.0,50.0,8.0
12414,29.0,7.0,2.0
12415,32.0,640.0,206.0
12416,60.0,10.0,6.0
12417,65.0,226.0,146.0
12418,50.0,16.0,8.0
12419,71.0,28.0,20.0
12420,40.0,10.0,4.0
12421,100.0,15.0,15.0
12422,27.0,11.0,3.0
12423,78.0,9.0,7.0
12424,81.0,21.0,17.0
12425,64.0,14.0,9.0
12426,75.0,16.0,12.0
12427,75.0,1234.0,922.0
12428,80.0,25.0,20.0
12429,31.0,29.0,9.0
12430,0.0,11.0,0.0
12431,28.0,25.0,7.0
12432,64.0,22.0,14.0
12433,58.0,19.0,11.0
12434,35.0,49.0,17.0
12435,53.0,30.0,16.0
12436,23.0,52.0,12.0
12437,47.0,30.0,14.0
12438,86.0,140.0,120.0
12439,29.0,104.0,30.0
12440,48.0,97.0,47.0
12441,92.0,13.0,12.0
12442,42.0,24.0,10.0
12443,87.0,15.0,13.0
12444,0.0,15.0,0.0
12445,100.0,14.0,14.0
12446,8.0,13.0,1.0
12447,47.0,15.0,7.0
12448,26.0,47.0,12.0
12449,94.0,17.0,16.0
12450,87.0,23.0,20.0
12451,85.0,13.0,11.0
12452,95.0,21.0,20.0
12453,67.0,288.0,194.0
12454,35.0,23.0,8.0
12455,73.0,15.0,11.0
12456,6.0,17.0,1.0
12457,94.0,72.0,68.0
12458,0.0,3.0,0.0
12459,100.0,9.0,9.0
12460,50.0,10.0,5.0
12461,77.0,31.0,24.0
12462,3.0,30.0,1.0
12463,66.0,94.0,62.0
12464,35.0,17.0,6.0
12465,7.0,28.0,2.0
12466,93.0,15.0,14.0
12467,26.0,23.0,6.0
12468,53.0,30.0,16.0
12469,40.0,20.0,8.0
12470,80.0,10.0,8.0
12471,6.0,70.0,4.0
12472,67.0,33.0,22.0
12473,19.0,103.0,20.0
12474,83.0,24.0,20.0
12475,0.0,5.0,0.0
12476,33.0,6.0,2.0
12477,21.0,61.0,13.0
12478,39.0,23.0,9.0
12479,59.0,165.0,98.0
12480,35.0,20.0,7.0
12481,9.0,11.0,1.0
12482,28.0,18.0,5.0
12483,39.0,23.0,9.0
12484,70.0,30.0,21.0
12485,80.0,10.0,8.0
12486,100.0,5.0,5.0
12487,100.0,14.0,14.0
12488,57.0,137.0,78.0
12489,0.0,10.0,0.0
12490,17.0,12.0,2.0
12491,0.0,11.0,0.0
12492,92.0,13.0,12.0
12493,76.0,25.0,19.0
12494,58.0,12.0,7.0
12495,9.0,35.0,3.0
12496,25.0,12.0,3.0
12497,78.0,23.0,18.0
12498,96.0,45.0,43.0
12499,8.0,12.0,1.0
12500,63.0,19.0,12.0
12501,54.0,48.0,26.0
12502,70.0,10.0,7.0
12503,8.0,12.0,1.0
12504,93.0,30.0,28.0
12505,24.0,17.0,4.0
12506,100.0,6.0,6.0
12507,38.0,8.0,3.0
12508,50.0,18.0,9.0
12509,100.0,26.0,26.0
12510,0.0,11.0,0.0
12511,100.0,9.0,9.0
12512,80.0,15.0,12.0
12513,91.0,33.0,30.0
12514,70.0,96.0,67.0
12515,91.0,23.0,21.0
12516,79.0,14.0,11.0
12517,0.0,8.0,0.0
12518,84.0,82.0,69.0
12519,44.0,34.0,15.0
12520,83.0,40.0,33.0
12521,82.0,56.0,46.0
12522,77.0,30.0,23.0
12523,100.0,20.0,20.0
12524,25.0,28.0,7.0
12525,74.0,19.0,14.0
12526,71.0,66.0,47.0
12527,86.0,28.0,24.0
12528,39.0,36.0,14.0
12529,,0.0,0.0
12530,93.0,15.0,14.0
12531,77.0,22.0,17.0
12532,95.0,21.0,20.0
12533,0.0,30.0,0.0
12534,100.0,15.0,15.0
12535,95.0,39.0,37.0
12536,54.0,24.0,13.0
12537,83.0,46.0,38.0
12538,0.0,15.0,0.0
12539,78.0,78.0,61.0
12540,12.0,17.0,2.0
12541,89.0,18.0,16.0
12542,32.0,25.0,8.0
12543,81.0,16.0,13.0
12544,24.0,33.0,8.0
12545,86.0,14.0,12.0
12546,38.0,13.0,5.0
12547,86.0,77.0,66.0
12548,50.0,48.0,24.0
12549,5.0,83.0,4.0
12550,11.0,19.0,2.0
12551,0.0,10.0,0.0
12552,13.0,15.0,2.0
12553,98.0,85.0,83.0
12554,46.0,13.0,6.0
12555,65.0,112.0,73.0
12556,69.0,26.0,18.0
12557,47.0,55.0,26.0
12558,71.0,48.0,34.0
12559,74.0,46.0,34.0
12560,73.0,15.0,11.0
12561,58.0,24.0,14.0
12562,60.0,10.0,6.0
12563,23.0,182.0,41.0
12564,19.0,31.0,6.0
12565,11.0,19.0,2.0
12566,28.0,235.0,66.0
12567,10.0,29.0,3.0
12568,45.0,44.0,20.0
12569,13.0,15.0,2.0
12570,53.0,32.0,17.0
12571,17.0,18.0,3.0
12572,100.0,6.0,6.0
12573,13.0,24.0,3.0
12574,5.0,37.0,2.0
12575,44.0,39.0,17.0
12576,71.0,35.0,25.0
12577,71.0,35.0,25.0
12578,67.0,45.0,30.0
12579,58.0,33.0,19.0
12580,4.0,23.0,1.0
12581,27.0,11.0,3.0
12582,97.0,31.0,30.0
12583,85.0,20.0,17.0
12584,3.0,39.0,1.0
12585,85.0,80.0,68.0
12586,83.0,35.0,29.0
12587,92.0,64.0,59.0
12588,24.0,45.0,11.0
12589,89.0,55.0,49.0
12590,23.0,39.0,9.0
12591,81.0,31.0,25.0
12592,34.0,190.0,64.0
12593,96.0,49.0,47.0
12594,55.0,91.0,50.0
12595,96.0,24.0,23.0
12596,55.0,44.0,24.0
12597,94.0,18.0,17.0
12598,70.0,73.0,51.0
12599,95.0,38.0,36.0
12600,80.0,30.0,24.0
12601,0.0,11.0,0.0
12602,41.0,92.0,38.0
12603,72.0,29.0,21.0
12604,19.0,16.0,3.0
12605,100.0,9.0,9.0
12606,65.0,23.0,15.0
12607,0.0,13.0,0.0
12608,71.0,17.0,12.0
12609,0.0,21.0,0.0
12610,0.0,3.0,0.0
12611,7.0,28.0,2.0
12612,74.0,117.0,87.0
12613,56.0,25.0,14.0
12614,91.0,57.0,52.0
12615,0.0,9.0,0.0
12616,4.0,23.0,1.0
12617,0.0,9.0,0.0
12618,33.0,12.0,4.0
12619,0.0,7.0,0.0
12620,100.0,1.0,1.0
12621,96.0,24.0,23.0
12622,38.0,13.0,5.0
12623,89.0,9.0,8.0
12624,65.0,20.0,13.0
12625,50.0,4.0,2.0
12626,41.0,27.0,11.0
12627,0.0,22.0,0.0
12628,6.0,17.0,1.0
12629,65.0,26.0,17.0
12630,39.0,187.0,72.0
12631,70.0,183.0,128.0
12632,80.0,15.0,12.0
12633,89.0,136.0,121.0
12634,70.0,10.0,7.0
12635,61.0,164.0,100.0
12636,85.0,20.0,17.0
12637,78.0,63.0,49.0
12638,80.0,5.0,4.0
12639,96.0,48.0,46.0
12640,0.0,25.0,0.0
12641,33.0,9.0,3.0
12642,71.0,14.0,10.0
12643,48.0,181.0,87.0
12644,100.0,1.0,1.0
12645,0.0,4.0,0.0
12646,92.0,12.0,11.0
12647,90.0,21.0,19.0
12648,76.0,63.0,48.0
12649,42.0,12.0,5.0
12650,31.0,172.0,53.0
12651,35.0,77.0,27.0
12652,70.0,115.0,81.0
12653,89.0,18.0,16.0
12654,32.0,135.0,43.0
12655,66.0,44.0,29.0
12656,48.0,21.0,10.0
12657,41.0,130.0,53.0
12658,0.0,23.0,0.0
12659,79.0,68.0,54.0
12660,23.0,30.0,7.0
12661,94.0,16.0,15.0
12662,77.0,30.0,23.0
12663,70.0,61.0,43.0
12664,79.0,33.0,26.0
12665,71.0,56.0,40.0
12666,93.0,85.0,79.0
12667,80.0,25.0,20.0
12668,26.0,34.0,9.0
12669,93.0,30.0,28.0
12670,64.0,244.0,156.0
12671,49.0,391.0,191.0
12672,29.0,92.0,27.0
12673,36.0,177.0,64.0
12674,68.0,28.0,19.0
12675,47.0,455.0,215.0
12676,18.0,11.0,2.0
12677,44.0,268.0,118.0
12678,0.0,15.0,0.0
12679,16.0,31.0,5.0
12680,43.0,140.0,60.0
12681,43.0,7.0,3.0
12682,21.0,28.0,6.0
12683,47.0,32.0,15.0
12684,3.0,30.0,1.0
12685,41.0,41.0,17.0
12686,63.0,35.0,22.0
12687,75.0,48.0,36.0
12688,43.0,197.0,85.0
12689,33.0,6.0,2.0
12690,50.0,26.0,13.0
12691,85.0,33.0,28.0
12692,42.0,96.0,40.0
12693,5.0,56.0,3.0
12694,90.0,30.0,27.0
12695,47.0,309.0,144.0
12696,13.0,15.0,2.0
12697,23.0,13.0,3.0
12698,61.0,110.0,67.0
12699,51.0,51.0,26.0
12700,83.0,30.0,25.0
12701,61.0,327.0,198.0
12702,42.0,12.0,5.0
12703,55.0,116.0,64.0
12704,41.0,32.0,13.0
