i,pct_f,effectifs_candidats_total_accepte,effectifs_candidats_femmes_total_accepte
12705,84.0,19.0,16.0
12706,97.0,34.0,33.0
12707,41.0,29.0,12.0
12708,43.0,54.0,23.0
12709,77.0,22.0,17.0
12710,7.0,14.0,1.0
12711,89.0,27.0,24.0
12712,58.0,33.0,19.0
12713,90.0,169.0,152.0
12714,74.0,35.0,26.0
12715,47.0,19.0,9.0
12716,5.0,40.0,2.0
12717,64.0,359.0,230.0
12718,25.0,8.0,2.0
12719,51.0,307.0,156.0
12720,95.0,38.0,36.0
12721,92.0,24.0,22.0
12722,80.0,99.0,79.0
12723,71.0,14.0,10.0
12724,32.0,104.0,33.0
12725,67.0,313.0,209.0
12726,18.0,38.0,7.0
12727,63.0,190.0,119.0
12728,67.0,27.0,18.0
12729,45.0,228.0,102.0
12730,0.0,15.0,0.0
12731,44.0,25.0,11.0
12732,44.0,27.0,12.0
12733,86.0,36.0,31.0
12734,35.0,34.0,12.0
12735,33.0,3.0,1.0
12736,44.0,45.0,20.0
12737,0.0,5.0,0.0
12738,61.0,33.0,20.0
12739,63.0,43.0,27.0
12740,75.0,4.0,3.0
12741,48.0,33.0,16.0
12742,80.0,5.0,4.0
12743,38.0,21.0,8.0
12744,70.0,80.0,56.0
12745,60.0,10.0,6.0
12746,61.0,36.0,22.0
12747,52.0,33.0,17.0
12748,48.0,23.0,11.0
12749,58.0,26.0,15.0
12750,5.0,81.0,4.0
12751,7.0,57.0,4.0
12752,44.0,52.0,23.0
12753,61.0,28.0,17.0
12754,64.0,67.0,43.0
12755,27.0,15.0,4.0
12756,50.0,12.0,6.0
12757,41.0,34.0,14.0
12758,25.0,12.0,3.0
12759,11.0,35.0,4.0
12760,33.0,9.0,3.0
12761,46.0,117.0,54.0
12762,56.0,9.0,5.0
12763,24.0,34.0,8.0
12764,9.0,53.0,5.0
12765,61.0,31.0,19.0
12766,76.0,68.0,52.0
12767,57.0,14.0,8.0
12768,65.0,175.0,113.0
12769,68.0,19.0,13.0
12770,11.0,44.0,5.0
12771,36.0,45.0,16.0
12772,89.0,9.0,8.0
12773,0.0,19.0,0.0
12774,38.0,39.0,15.0
12775,81.0,64.0,52.0
12776,,0.0,0.0
12777,18.0,94.0,17.0
12778,7.0,27.0,2.0
12779,69.0,13.0,9.0
12780,80.0,59.0,47.0
12781,19.0,32.0,6.0
12782,42.0,33.0,14.0
12783,51.0,79.0,40.0
12784,53.0,30.0,16.0
12785,100.0,1.0,1.0
12786,22.0,27.0,6.0
12787,38.0,16.0,6.0
12788,53.0,34.0,18.0
12789,77.0,30.0,23.0
12790,33.0,3.0,1.0
12791,18.0,33.0,6.0
12792,33.0,3.0,1.0
12793,37.0,385.0,144.0
12794,69.0,29.0,20.0
12795,52.0,21.0,11.0
12796,5.0,21.0,1.0
12797,40.0,35.0,14.0
12798,0.0,31.0,0.0
12799,28.0,46.0,13.0
12800,85.0,34.0,29.0
12801,65.0,31.0,20.0
12802,49.0,35.0,17.0
12803,61.0,18.0,11.0
12804,25.0,24.0,6.0
12805,44.0,27.0,12.0
12806,63.0,79.0,50.0
12807,90.0,20.0,18.0
12808,45.0,80.0,36.0
12809,80.0,337.0,270.0
12810,71.0,182.0,130.0
12811,14.0,58.0,8.0
12812,40.0,10.0,4.0
12813,0.0,14.0,0.0
12814,96.0,25.0,24.0
12815,53.0,184.0,97.0
12816,71.0,31.0,22.0
12817,43.0,28.0,12.0
12818,81.0,26.0,21.0
12819,62.0,60.0,37.0
12820,36.0,11.0,4.0
12821,80.0,15.0,12.0
12822,9.0,95.0,9.0
12823,48.0,85.0,41.0
12824,46.0,164.0,76.0
12825,81.0,48.0,39.0
12826,34.0,326.0,110.0
12827,80.0,5.0,4.0
12828,11.0,19.0,2.0
12829,58.0,40.0,23.0
12830,14.0,36.0,5.0
12831,56.0,54.0,30.0
12832,48.0,149.0,71.0
12833,5.0,19.0,1.0
12834,93.0,29.0,27.0
12835,69.0,122.0,84.0
12836,41.0,22.0,9.0
12837,88.0,24.0,21.0
12838,33.0,12.0,4.0
12839,63.0,145.0,92.0
12840,72.0,339.0,245.0
12841,48.0,102.0,49.0
12842,32.0,28.0,9.0
12843,69.0,16.0,11.0
12844,50.0,16.0,8.0
12845,90.0,31.0,28.0
12846,50.0,28.0,14.0
12847,83.0,29.0,24.0
12848,80.0,5.0,4.0
12849,97.0,90.0,87.0
12850,90.0,20.0,18.0
12851,75.0,299.0,224.0
12852,14.0,22.0,3.0
12853,61.0,23.0,14.0
12854,0.0,14.0,0.0
12855,27.0,15.0,4.0
12856,35.0,20.0,7.0
12857,93.0,40.0,37.0
12858,93.0,30.0,28.0
12859,38.0,8.0,3.0
12860,88.0,17.0,15.0
12861,84.0,25.0,21.0
12862,25.0,8.0,2.0
12863,56.0,45.0,25.0
12864,67.0,33.0,22.0
12865,68.0,31.0,21.0
12866,0.0,18.0,0.0
12867,60.0,20.0,12.0
12868,71.0,28.0,20.0
12869,56.0,32.0,18.0
12870,14.0,35.0,5.0
12871,27.0,41.0,11.0
12872,89.0,54.0,48.0
12873,74.0,39.0,29.0
12874,59.0,29.0,17.0
12875,78.0,45.0,35.0
12876,4.0,76.0,3.0
12877,61.0,168.0,103.0
12878,68.0,73.0,50.0
12879,42.0,26.0,11.0
12880,0.0,11.0,0.0
12881,25.0,8.0,2.0
12882,75.0,12.0,9.0
12883,84.0,19.0,16.0
12884,70.0,37.0,26.0
12885,82.0,22.0,18.0
12886,5.0,19.0,1.0
12887,0.0,9.0,0.0
12888,8.0,72.0,6.0
12889,100.0,3.0,3.0
12890,53.0,139.0,74.0
12891,64.0,14.0,9.0
12892,78.0,27.0,21.0
12893,73.0,22.0,16.0
12894,56.0,18.0,10.0
12895,87.0,45.0,39.0
12896,90.0,30.0,27.0
12897,81.0,32.0,26.0
12898,15.0,26.0,4.0
12899,84.0,99.0,83.0
12900,10.0,51.0,5.0
12901,65.0,17.0,11.0
12902,17.0,18.0,3.0
12903,74.0,1196.0,890.0
12904,0.0,11.0,0.0
12905,40.0,25.0,10.0
12906,27.0,11.0,3.0
12907,62.0,26.0,16.0
12908,33.0,3.0,1.0
12909,5.0,19.0,1.0
12910,82.0,34.0,28.0
12911,0.0,15.0,0.0
12912,68.0,47.0,32.0
12913,4.0,82.0,3.0
12914,75.0,91.0,68.0
12915,4.0,24.0,1.0
12916,74.0,70.0,52.0
12917,48.0,40.0,19.0
12918,4.0,25.0,1.0
12919,34.0,38.0,13.0
12920,64.0,45.0,29.0
12921,0.0,30.0,0.0
12922,19.0,32.0,6.0
12923,99.0,100.0,99.0
12924,64.0,33.0,21.0
12925,85.0,20.0,17.0
12926,6.0,31.0,2.0
12927,82.0,11.0,9.0
12928,75.0,32.0,24.0
12929,69.0,121.0,84.0
12930,30.0,27.0,8.0
12931,85.0,20.0,17.0
12932,43.0,23.0,10.0
12933,86.0,14.0,12.0
12934,16.0,19.0,3.0
12935,30.0,43.0,13.0
12936,79.0,24.0,19.0
12937,68.0,98.0,67.0
12938,63.0,38.0,24.0
12939,3.0,30.0,1.0
12940,49.0,35.0,17.0
12941,50.0,2.0,1.0
12942,12.0,34.0,4.0
12943,35.0,17.0,6.0
12944,36.0,28.0,10.0
12945,17.0,47.0,8.0
12946,67.0,18.0,12.0
12947,72.0,25.0,18.0
12948,33.0,87.0,29.0
12949,60.0,10.0,6.0
12950,38.0,39.0,15.0
12951,11.0,27.0,3.0
12952,33.0,410.0,134.0
12953,73.0,22.0,16.0
12954,0.0,1.0,0.0
12955,27.0,45.0,12.0
12956,23.0,13.0,3.0
12957,3.0,29.0,1.0
12958,79.0,277.0,220.0
12959,96.0,27.0,26.0
12960,100.0,15.0,15.0
12961,100.0,5.0,5.0
12962,83.0,93.0,77.0
12963,28.0,79.0,22.0
12964,37.0,106.0,39.0
12965,62.0,13.0,8.0
12966,32.0,363.0,115.0
12967,81.0,434.0,350.0
12968,55.0,42.0,23.0
12969,14.0,7.0,1.0
12970,73.0,354.0,259.0
12971,81.0,31.0,25.0
12972,55.0,11.0,6.0
12973,93.0,30.0,28.0
12974,70.0,47.0,33.0
12975,75.0,20.0,15.0
12976,21.0,24.0,5.0
12977,50.0,36.0,18.0
12978,82.0,22.0,18.0
12979,94.0,31.0,29.0
12980,70.0,27.0,19.0
12981,0.0,3.0,0.0
12982,86.0,66.0,57.0
12983,48.0,29.0,14.0
12984,63.0,35.0,22.0
12985,52.0,21.0,11.0
12986,87.0,23.0,20.0
12987,28.0,46.0,13.0
12988,48.0,112.0,54.0
12989,67.0,6.0,4.0
12990,77.0,30.0,23.0
12991,10.0,10.0,1.0
12992,42.0,24.0,10.0
12993,,0.0,0.0
12994,27.0,52.0,14.0
12995,68.0,22.0,15.0
12996,26.0,107.0,28.0
12997,10.0,10.0,1.0
12998,22.0,81.0,18.0
12999,11.0,19.0,2.0
13000,6.0,33.0,2.0
13001,,0.0,0.0
13002,75.0,28.0,21.0
13003,56.0,32.0,18.0
13004,53.0,66.0,35.0
13005,92.0,12.0,11.0
13006,18.0,33.0,6.0
13007,58.0,12.0,7.0
13008,30.0,54.0,16.0
13009,38.0,13.0,5.0
13010,38.0,50.0,19.0
13011,25.0,48.0,12.0
13012,69.0,81.0,56.0
13013,58.0,112.0,65.0
13014,15.0,41.0,6.0
13015,4.0,26.0,1.0
13016,4.0,24.0,1.0
13017,41.0,37.0,15.0
13018,,0.0,0.0
13019,80.0,10.0,8.0
13020,35.0,34.0,12.0
13021,58.0,48.0,28.0
13022,70.0,44.0,31.0
13023,4.0,23.0,1.0
13024,64.0,39.0,25.0
13025,91.0,23.0,21.0
13026,77.0,35.0,27.0
13027,33.0,30.0,10.0
13028,35.0,26.0,9.0
13029,91.0,11.0,10.0
13030,85.0,40.0,34.0
13031,50.0,32.0,16.0
13032,89.0,46.0,41.0
13033,53.0,34.0,18.0
13034,0.0,6.0,0.0
13035,14.0,73.0,10.0
13036,47.0,17.0,8.0
13037,50.0,6.0,3.0
13038,22.0,9.0,2.0
13039,58.0,53.0,31.0
13040,20.0,5.0,1.0
13041,53.0,30.0,16.0
13042,61.0,33.0,20.0
13043,50.0,32.0,16.0
13044,50.0,34.0,17.0
13045,16.0,25.0,4.0
13046,75.0,16.0,12.0
13047,8.0,24.0,2.0
13048,75.0,28.0,21.0
13049,40.0,5.0,2.0
13050,24.0,25.0,6.0
13051,72.0,25.0,18.0
13052,46.0,35.0,16.0
13053,11.0,19.0,2.0
13054,7.0,27.0,2.0
13055,100.0,3.0,3.0
13056,0.0,26.0,0.0
13057,0.0,1.0,0.0
13058,71.0,41.0,29.0
13059,36.0,11.0,4.0
13060,0.0,28.0,0.0
13061,100.0,3.0,3.0
13062,80.0,20.0,16.0
13063,86.0,7.0,6.0
13064,73.0,218.0,160.0
13065,38.0,34.0,13.0
13066,41.0,139.0,57.0
13067,43.0,7.0,3.0
13068,3.0,30.0,1.0
13069,0.0,1.0,0.0
13070,30.0,142.0,43.0
13071,45.0,11.0,5.0
13072,,0.0,0.0
13073,48.0,29.0,14.0
13074,87.0,15.0,13.0
13075,0.0,12.0,0.0
13076,86.0,7.0,6.0
13077,63.0,19.0,12.0
13078,43.0,7.0,3.0
13079,17.0,42.0,7.0
13080,0.0,22.0,0.0
13081,53.0,55.0,29.0
13082,0.0,10.0,0.0
13083,0.0,7.0,0.0
13084,40.0,10.0,4.0
13085,64.0,22.0,14.0
13086,7.0,15.0,1.0
13087,30.0,10.0,3.0
13088,72.0,18.0,13.0
13089,43.0,112.0,48.0
13090,17.0,64.0,11.0
13091,24.0,51.0,12.0
13092,38.0,34.0,13.0
13093,76.0,29.0,22.0
13094,20.0,49.0,10.0
13095,57.0,14.0,8.0
13096,29.0,198.0,58.0
13097,35.0,40.0,14.0
13098,40.0,235.0,93.0
13099,24.0,25.0,6.0
13100,0.0,35.0,0.0
13101,16.0,37.0,6.0
13102,48.0,25.0,12.0
13103,87.0,31.0,27.0
13104,21.0,98.0,21.0
13105,94.0,16.0,15.0
13106,21.0,259.0,54.0
13107,76.0,29.0,22.0
13108,20.0,5.0,1.0
13109,25.0,36.0,9.0
13110,22.0,27.0,6.0
13111,33.0,3.0,1.0
13112,0.0,14.0,0.0
13113,5.0,22.0,1.0
13114,80.0,132.0,106.0
13115,91.0,32.0,29.0
13116,0.0,6.0,0.0
13117,77.0,142.0,109.0
13118,0.0,4.0,0.0
13119,63.0,104.0,66.0
13120,75.0,83.0,62.0
13121,0.0,1.0,0.0
13122,50.0,18.0,9.0
13123,38.0,152.0,57.0
13124,0.0,14.0,0.0
13125,14.0,7.0,1.0
13126,75.0,32.0,24.0
13127,0.0,25.0,0.0
13128,13.0,98.0,13.0
13129,78.0,32.0,25.0
13130,56.0,18.0,10.0
13131,82.0,169.0,138.0
13132,0.0,19.0,0.0
13133,9.0,23.0,2.0
13134,25.0,28.0,7.0
13135,62.0,45.0,28.0
13136,46.0,54.0,25.0
13137,100.0,8.0,8.0
13138,74.0,35.0,26.0
13139,75.0,129.0,97.0
13140,98.0,52.0,51.0
13141,0.0,15.0,0.0
13142,3.0,29.0,1.0
13143,0.0,9.0,0.0
13144,34.0,32.0,11.0
13145,43.0,23.0,10.0
13146,0.0,16.0,0.0
13147,41.0,29.0,12.0
13148,9.0,22.0,2.0
13149,66.0,32.0,21.0
13150,75.0,16.0,12.0
13151,10.0,48.0,5.0
13152,79.0,24.0,19.0
13153,44.0,9.0,4.0
13154,78.0,18.0,14.0
13155,82.0,17.0,14.0
13156,0.0,13.0,0.0
13157,80.0,44.0,35.0
13158,7.0,15.0,1.0
13159,25.0,4.0,1.0
13160,50.0,34.0,17.0
13161,17.0,24.0,4.0
13162,46.0,28.0,13.0
13163,30.0,47.0,14.0
13164,56.0,62.0,35.0
13165,100.0,24.0,24.0
13166,44.0,16.0,7.0
13167,29.0,35.0,10.0
13168,50.0,78.0,39.0
13169,47.0,38.0,18.0
13170,24.0,83.0,20.0
13171,42.0,26.0,11.0
13172,90.0,20.0,18.0
13173,0.0,6.0,0.0
13174,18.0,28.0,5.0
13175,11.0,9.0,1.0
13176,61.0,33.0,20.0
13177,60.0,30.0,18.0
13178,33.0,21.0,7.0
13179,53.0,34.0,18.0
13180,63.0,24.0,15.0
13181,61.0,23.0,14.0
13182,15.0,20.0,3.0
13183,88.0,60.0,53.0
13184,79.0,28.0,22.0
13185,93.0,28.0,26.0
13186,85.0,27.0,23.0
13187,92.0,26.0,24.0
13188,83.0,12.0,10.0
13189,53.0,30.0,16.0
13190,83.0,58.0,48.0
13191,69.0,29.0,20.0
13192,68.0,124.0,84.0
13193,0.0,14.0,0.0
13194,9.0,11.0,1.0
13195,42.0,31.0,13.0
13196,0.0,15.0,0.0
13197,83.0,23.0,19.0
13198,52.0,21.0,11.0
13199,68.0,164.0,111.0
13200,4.0,23.0,1.0
13201,26.0,76.0,20.0
13202,18.0,167.0,30.0
13203,33.0,18.0,6.0
13204,64.0,14.0,9.0
13205,83.0,29.0,24.0
13206,48.0,31.0,15.0
13207,82.0,439.0,358.0
13208,88.0,17.0,15.0
13209,77.0,30.0,23.0
13210,56.0,34.0,19.0
13211,61.0,82.0,50.0
13212,0.0,12.0,0.0
13213,71.0,21.0,15.0
13214,93.0,15.0,14.0
13215,72.0,18.0,13.0
13216,50.0,30.0,15.0
13217,0.0,8.0,0.0
13218,81.0,31.0,25.0
13219,33.0,30.0,10.0
13220,79.0,24.0,19.0
13221,8.0,12.0,1.0
13222,6.0,34.0,2.0
13223,36.0,45.0,16.0
13224,86.0,22.0,19.0
13225,32.0,72.0,23.0
13226,7.0,60.0,4.0
13227,56.0,9.0,5.0
13228,27.0,22.0,6.0
13229,95.0,20.0,19.0
13230,41.0,111.0,45.0
13231,50.0,28.0,14.0
13232,65.0,124.0,81.0
13233,0.0,17.0,0.0
13234,0.0,11.0,0.0
13235,0.0,5.0,0.0
13236,71.0,17.0,12.0
13237,67.0,12.0,8.0
13238,0.0,10.0,0.0
13239,0.0,8.0,0.0
13240,4.0,75.0,3.0
13241,13.0,15.0,2.0
13242,78.0,32.0,25.0
13243,33.0,132.0,44.0
13244,96.0,23.0,22.0
13245,33.0,6.0,2.0
13246,36.0,33.0,12.0
13247,56.0,32.0,18.0
13248,17.0,18.0,3.0
13249,8.0,25.0,2.0
13250,75.0,51.0,38.0
13251,6.0,16.0,1.0
13252,90.0,20.0,18.0
13253,51.0,45.0,23.0
13254,19.0,26.0,5.0
13255,14.0,94.0,13.0
13256,37.0,68.0,25.0
13257,73.0,15.0,11.0
13258,52.0,29.0,15.0
13259,20.0,10.0,2.0
13260,14.0,29.0,4.0
13261,21.0,144.0,30.0
13262,75.0,68.0,51.0
13263,67.0,9.0,6.0
13264,57.0,7.0,4.0
13265,12.0,26.0,3.0
13266,53.0,51.0,27.0
13267,38.0,8.0,3.0
13268,75.0,113.0,85.0
13269,93.0,27.0,25.0
13270,8.0,13.0,1.0
13271,44.0,64.0,28.0
13272,76.0,21.0,16.0
13273,78.0,32.0,25.0
13274,94.0,16.0,15.0
13275,70.0,37.0,26.0
13276,22.0,23.0,5.0
13277,36.0,14.0,5.0
13278,93.0,15.0,14.0
13279,30.0,27.0,8.0
13280,77.0,64.0,49.0
13281,45.0,11.0,5.0
13282,70.0,40.0,28.0
13283,62.0,34.0,21.0
13284,5.0,22.0,1.0
13285,0.0,8.0,0.0
13286,67.0,12.0,8.0
13287,80.0,10.0,8.0
13288,47.0,53.0,25.0
13289,50.0,10.0,5.0
13290,11.0,9.0,1.0
13291,67.0,24.0,16.0
13292,57.0,30.0,17.0
13293,14.0,22.0,3.0
13294,12.0,17.0,2.0
13295,71.0,28.0,20.0
13296,25.0,20.0,5.0
13297,90.0,29.0,26.0
13298,51.0,41.0,21.0
13299,44.0,16.0,7.0
13300,23.0,22.0,5.0
13301,0.0,21.0,0.0
13302,89.0,18.0,16.0
13303,91.0,58.0,53.0
13304,88.0,16.0,14.0
13305,93.0,60.0,56.0
13306,40.0,58.0,23.0
13307,15.0,13.0,2.0
13308,32.0,19.0,6.0
13309,54.0,35.0,19.0
13310,9.0,11.0,1.0
13311,43.0,14.0,6.0
13312,100.0,15.0,15.0
13313,58.0,24.0,14.0
13314,73.0,33.0,24.0
13315,45.0,22.0,10.0
13316,6.0,31.0,2.0
13317,54.0,39.0,21.0
13318,42.0,36.0,15.0
13319,78.0,23.0,18.0
13320,7.0,15.0,1.0
13321,90.0,20.0,18.0
13322,37.0,54.0,20.0
13323,11.0,82.0,9.0
13324,4.0,27.0,1.0
13325,85.0,13.0,11.0
13326,43.0,23.0,10.0
13327,67.0,73.0,49.0
13328,76.0,55.0,42.0
13329,50.0,14.0,7.0
13330,90.0,20.0,18.0
13331,18.0,17.0,3.0
13332,15.0,13.0,2.0
13333,65.0,20.0,13.0
13334,80.0,25.0,20.0
13335,30.0,10.0,3.0
13336,58.0,19.0,11.0
13337,80.0,25.0,20.0
13338,0.0,8.0,0.0
13339,46.0,13.0,6.0
13340,0.0,14.0,0.0
13341,92.0,24.0,22.0
13342,14.0,14.0,2.0
13343,42.0,31.0,13.0
13344,46.0,39.0,18.0
13345,29.0,17.0,5.0
13346,19.0,27.0,5.0
13347,81.0,16.0,13.0
13348,81.0,26.0,21.0
13349,45.0,31.0,14.0
13350,100.0,22.0,22.0
13351,60.0,15.0,9.0
13352,59.0,17.0,10.0
13353,73.0,11.0,8.0
13354,0.0,13.0,0.0
13355,50.0,16.0,8.0
13356,14.0,22.0,3.0
13357,6.0,18.0,1.0
13358,21.0,14.0,3.0
13359,21.0,19.0,4.0
13360,82.0,17.0,14.0
13361,43.0,28.0,12.0
13362,39.0,33.0,13.0
13363,80.0,20.0,16.0
13364,29.0,17.0,5.0
13365,89.0,18.0,16.0
13366,8.0,26.0,2.0
13367,4.0,46.0,2.0
13368,83.0,18.0,15.0
13369,56.0,99.0,55.0
13370,83.0,80.0,66.0
13371,92.0,13.0,12.0
13372,78.0,27.0,21.0
13373,59.0,22.0,13.0
13374,10.0,10.0,1.0
13375,29.0,35.0,10.0
13376,45.0,60.0,27.0
13377,0.0,21.0,0.0
13378,6.0,35.0,2.0
13379,32.0,25.0,8.0
13380,29.0,82.0,24.0
13381,95.0,21.0,20.0
13382,10.0,10.0,1.0
13383,95.0,22.0,21.0
13384,42.0,33.0,14.0
13385,53.0,53.0,28.0
13386,30.0,10.0,3.0
13387,83.0,35.0,29.0
13388,90.0,29.0,26.0
13389,64.0,33.0,21.0
13390,42.0,36.0,15.0
13391,0.0,15.0,0.0
13392,0.0,8.0,0.0
13393,62.0,85.0,53.0
13394,93.0,27.0,25.0
13395,5.0,19.0,1.0
13396,54.0,13.0,7.0
13397,69.0,16.0,11.0
13398,5.0,22.0,1.0
13399,60.0,10.0,6.0
13400,79.0,24.0,19.0
13401,95.0,41.0,39.0
13402,68.0,19.0,13.0
13403,59.0,22.0,13.0
13404,8.0,26.0,2.0
13405,92.0,13.0,12.0
13406,7.0,15.0,1.0
13407,14.0,28.0,4.0
13408,63.0,27.0,17.0
13409,0.0,25.0,0.0
13410,50.0,18.0,9.0
13411,18.0,11.0,2.0
13412,0.0,12.0,0.0
13413,32.0,28.0,9.0
13414,64.0,36.0,23.0
13415,41.0,22.0,9.0
13416,8.0,12.0,1.0
13417,79.0,357.0,283.0
13418,60.0,20.0,12.0
13419,17.0,12.0,2.0
13420,100.0,16.0,16.0
13421,37.0,19.0,7.0
13422,53.0,19.0,10.0
13423,0.0,24.0,0.0
13424,33.0,21.0,7.0
13425,38.0,34.0,13.0
13426,30.0,10.0,3.0
13427,59.0,29.0,17.0
13428,26.0,34.0,9.0
13429,0.0,7.0,0.0
13430,0.0,23.0,0.0
13431,58.0,12.0,7.0
13432,59.0,17.0,10.0
13433,62.0,164.0,102.0
13434,41.0,17.0,7.0
13435,71.0,28.0,20.0
13436,58.0,26.0,15.0
13437,79.0,24.0,19.0
13438,33.0,39.0,13.0
13439,64.0,36.0,23.0
13440,58.0,394.0,227.0
13441,9.0,34.0,3.0
13442,73.0,63.0,46.0
13443,40.0,35.0,14.0
13444,100.0,29.0,29.0
13445,88.0,17.0,15.0
13446,44.0,80.0,35.0
13447,3.0,34.0,1.0
13448,63.0,16.0,10.0
13449,65.0,34.0,22.0
13450,39.0,18.0,7.0
13451,8.0,13.0,1.0
13452,0.0,12.0,0.0
13453,28.0,50.0,14.0
13454,35.0,31.0,11.0
13455,30.0,23.0,7.0
13456,100.0,20.0,20.0
13457,71.0,34.0,24.0
13458,81.0,27.0,22.0
13459,85.0,27.0,23.0
13460,71.0,17.0,12.0
13461,21.0,33.0,7.0
13462,30.0,10.0,3.0
13463,4.0,27.0,1.0
13464,35.0,26.0,9.0
13465,84.0,19.0,16.0
13466,48.0,33.0,16.0
13467,77.0,13.0,10.0
13468,63.0,32.0,20.0
13469,83.0,6.0,5.0
13470,0.0,9.0,0.0
13471,60.0,25.0,15.0
13472,0.0,3.0,0.0
13473,80.0,30.0,24.0
13474,42.0,48.0,20.0
13475,25.0,24.0,6.0
13476,59.0,32.0,19.0
13477,75.0,4.0,3.0
13478,54.0,13.0,7.0
13479,100.0,3.0,3.0
13480,38.0,26.0,10.0
13481,17.0,35.0,6.0
13482,64.0,25.0,16.0
13483,7.0,28.0,2.0
13484,8.0,12.0,1.0
13485,0.0,14.0,0.0
13486,7.0,15.0,1.0
13487,25.0,48.0,12.0
13488,50.0,14.0,7.0
13489,17.0,12.0,2.0
13490,45.0,40.0,18.0
13491,66.0,32.0,21.0
13492,66.0,32.0,21.0
13493,62.0,29.0,18.0
13494,69.0,29.0,20.0
13495,0.0,29.0,0.0
13496,74.0,89.0,66.0
13497,55.0,33.0,18.0
13498,33.0,42.0,14.0
13499,43.0,7.0,3.0
13500,63.0,19.0,12.0
13501,81.0,42.0,34.0
13502,21.0,144.0,30.0
13503,69.0,36.0,25.0
13504,79.0,48.0,38.0
13505,33.0,27.0,9.0
13506,100.0,14.0,14.0
13507,100.0,24.0,24.0
13508,83.0,18.0,15.0
13509,77.0,39.0,30.0
13510,93.0,30.0,28.0
13511,67.0,27.0,18.0
13512,54.0,46.0,25.0
13513,0.0,13.0,0.0
13514,33.0,18.0,6.0
13515,57.0,7.0,4.0
13516,69.0,13.0,9.0
13517,9.0,156.0,14.0
13518,81.0,21.0,17.0
13519,0.0,9.0,0.0
13520,29.0,17.0,5.0
13521,25.0,16.0,4.0
13522,4.0,45.0,2.0
13523,21.0,28.0,6.0
13524,0.0,8.0,0.0
13525,82.0,34.0,28.0
13526,86.0,22.0,19.0
13527,42.0,12.0,5.0
13528,92.0,24.0,22.0
13529,68.0,31.0,21.0
13530,11.0,9.0,1.0
13531,83.0,24.0,20.0
13532,86.0,7.0,6.0
13533,57.0,14.0,8.0
13534,81.0,36.0,29.0
13535,79.0,28.0,22.0
13536,37.0,153.0,56.0
13537,44.0,16.0,7.0
13538,57.0,23.0,13.0
13539,0.0,12.0,0.0
13540,90.0,10.0,9.0
13541,8.0,13.0,1.0
13542,95.0,19.0,18.0
13543,48.0,23.0,11.0
13544,4.0,27.0,1.0
13545,58.0,12.0,7.0
13546,77.0,22.0,17.0
13547,63.0,16.0,10.0
13548,24.0,87.0,21.0
13549,22.0,9.0,2.0
13550,66.0,29.0,19.0
13551,90.0,30.0,27.0
13552,63.0,8.0,5.0
13553,0.0,13.0,0.0
13554,32.0,37.0,12.0
13555,60.0,15.0,9.0
13556,38.0,85.0,32.0
13557,34.0,47.0,16.0
13558,73.0,73.0,53.0
13559,4.0,28.0,1.0
13560,53.0,15.0,8.0
13561,79.0,33.0,26.0
13562,0.0,14.0,0.0
13563,33.0,48.0,16.0
13564,60.0,20.0,12.0
13565,8.0,24.0,2.0
13566,66.0,38.0,25.0
13567,94.0,16.0,15.0
13568,25.0,32.0,8.0
13569,12.0,26.0,3.0
13570,62.0,13.0,8.0
13571,49.0,90.0,44.0
13572,79.0,14.0,11.0
13573,36.0,240.0,87.0
13574,43.0,21.0,9.0
13575,56.0,59.0,33.0
13576,60.0,20.0,12.0
13577,63.0,216.0,135.0
13578,50.0,8.0,4.0
13579,0.0,14.0,0.0
13580,29.0,14.0,4.0
13581,67.0,33.0,22.0
13582,23.0,13.0,3.0
13583,93.0,15.0,14.0
13584,0.0,10.0,0.0
13585,30.0,23.0,7.0
13586,28.0,79.0,22.0
13587,4.0,25.0,1.0
13588,68.0,41.0,28.0
13589,67.0,6.0,4.0
13590,62.0,26.0,16.0
13591,65.0,17.0,11.0
13592,67.0,12.0,8.0
13593,51.0,39.0,20.0
13594,93.0,30.0,28.0
13595,0.0,7.0,0.0
13596,51.0,35.0,18.0
13597,50.0,4.0,2.0
13598,43.0,7.0,3.0
13599,100.0,35.0,35.0
13600,2.0,113.0,2.0
13601,20.0,5.0,1.0
13602,0.0,14.0,0.0
13603,69.0,104.0,72.0
13604,92.0,12.0,11.0
13605,52.0,27.0,14.0
13606,47.0,30.0,14.0
13607,0.0,11.0,0.0
13608,77.0,13.0,10.0
13609,69.0,13.0,9.0
13610,76.0,17.0,13.0
13611,60.0,5.0,3.0
13612,60.0,15.0,9.0
13613,0.0,20.0,0.0
13614,93.0,15.0,14.0
13615,43.0,21.0,9.0
13616,100.0,15.0,15.0
13617,61.0,82.0,50.0
13618,60.0,15.0,9.0
13619,47.0,17.0,8.0
13620,77.0,30.0,23.0
13621,61.0,18.0,11.0
13622,80.0,15.0,12.0
13623,79.0,28.0,22.0
13624,19.0,27.0,5.0
13625,86.0,14.0,12.0
13626,53.0,17.0,9.0
13627,13.0,45.0,6.0
13628,45.0,33.0,15.0
13629,0.0,19.0,0.0
13630,0.0,13.0,0.0
13631,48.0,44.0,21.0
13632,60.0,15.0,9.0
13633,80.0,15.0,12.0
13634,25.0,12.0,3.0
13635,63.0,196.0,123.0
